race_id,candidates,inc,inc_party,inc_party,inc_R,inc_results,state,abbrev,rival,year
VA_gov_2013,"['Terry McAuliffe (D) 47.75', 'Ken Cuccinelli (R) 45.23', 'Robert Sarvis (L) 6.52', '\n']","Bob McDonnell
",R,"Republican
",1,"Term-limited, Democrat gain
",Virginia,VA,Terry McAuliffe (D) 47.75,2013
VA_gov_2017,"Ralph Northam (Democratic)[9], Ed Gillespie (Republican)[10], Cliff Hyra (Libertarian)",Terry McAuliffe,D,Democratic,0,2013,Virginia,VA,"Term-limited, Democratic victory
",2017
WA_gov_1976,"['Dixy Lee Ray (Democratic) 53.14', '  John Spellman (Republican) 44.43', '  Art Manning (American) 0.8', '  Red Kelly (OWL Party) 0.8', '  Henry Killman (Socialist Labor) 0.27', '\n']","Daniel J. Evans
",R,"Republican
",1,"Retired, Democratic victory
",Washington,WA,Dixy Lee Ray (Democratic) 53.14,1976
WA_gov_1980,"['John Spellman (Republican) 56.7', 'Jim McDermott (Democratic) 43.3', '\n']","Dixy Lee Ray
",D,"Democratic
",0,"Defeated in primary, Republican victory
",Washington,WA,John Spellman (Republican) 56.7,1980
WA_gov_1984,"['Booth Gardner (Democratic) 53.3', '\n']","John Spellman
",R,"Republican
",1,"Defeated, 46.7%
",Washington,WA,Booth Gardner (Democratic) 53.3,1984
WA_gov_1988,"['Robert Williams (Republican) 37.8', '\n']","Booth Gardner
",D,"Democratic
",0,"Re-elected, 62.2%
",Washington,WA,Robert Williams (Republican) 37.8,1988
WA_gov_1992,"['Mike Lowry (Democratic) 52.2', 'Ken Eikenberry (Republican) 47.8', '\n']","Booth Gardner
",D,"Democratic
",0,"Retired, Democratic victory
",Washington,WA,Mike Lowry (Democratic) 52.2,1992
WA_gov_1996,"['Gary Locke (Democratic) 58.0', 'Ellen Craswell (Republican) 42.0', '\n']","Mike Lowry
",D,"Democratic
",0,"Retired, Democratic victory
",Washington,WA,Gary Locke (Democratic) 58.0,1996
WA_gov_2000,"['John Carlson (Republican) 39.7', 'Steve LePage (Libertarian) 1.9', '\n']","Gary Locke
",D,"Democratic
",0,"Re-elected, 58.4
",Washington,WA,John Carlson (Republican) 39.7,2000
WA_gov_2004,"['Christine Gregoire (Democratic) 48.873', 'Dino Rossi (Republican) 48.868', 'Ruth Bennett (Libertarian) 2.26', '\n']","Gary Locke
",D,"Democratic
",0,"Retired, Democratic victory
",Washington,WA,Christine Gregoire (Democratic) 48.873,2004
WA_gov_2008,"['Dino Rossi (R) 46.7', '\n']","Christine Gregoire
",D,"Democratic
",0,"Re-elected, 53.3%
",Washington,WA,Dino Rossi (R) 46.7,2008
WA_gov_2012,"['Jay Inslee (D) 51.54', 'Rob McKenna (R) 48.46', '\n']","Christine Gregoire
",D,"Democratic
",0,"Retired, Democratic hold
",Washington,WA,Jay Inslee (D) 51.54,2012
WA_gov_2016,['Jay Inslee (Democratic)[36]Bill Bryant (Republican)[37]\n'],"Jay Inslee
",D,"Democratic
",0,"Incumbent won re-election.
",Washington,WA,"Jay Inslee (Democratic)[36]Bill Bryant (Republican)[37]
",2016
WV_gov_2011,"['Earl Ray Tomblin (D), 49.47', '  Bill Maloney (R), 47.14', '\n']","Earl Ray Tomblin (Acting)
",D,"Democrat
",0,"Elected to serve remainder of term
",West Virginia (special election,WV,"Earl Ray Tomblin (D), 49.47",2011
WV_gov_1976,"['Jay Rockefeller (Democratic) 66.15', '  Cecil H. Underwood (Republican) 33.82', '\n']","Arch A. Moore, Jr.
",R,"Republican
",1,"Term-limited, Democratic victory
",West_Virginia,WV,Jay Rockefeller (Democratic) 66.15,1976
WV_gov_1980,"['Arch A. Moore Jr. (Republican) 45.4', 'Jack Kelley (Libertarian) 0.4', '\n']","Jay Rockefeller
",D,"Democratic
",0,"Re-elected, 54.1%
",West_Virginia,WV,"Arch A. Moore, Jr. (Republican) 45.4",1980
WV_gov_1984,"['Arch A. Moore Jr. (Republican) 53.3', 'Clyde M. See, Jr. (Democratic) 46.7', '\n']","Jay Rockefeller
",D,"Democratic
",0,"Term-limited, Republican victory
",West_Virginia,WV,"Arch A. Moore, Jr. (Republican) 53.3",1984
WV_gov_1988,"['Gaston Caperton (Democratic) 58.9', '\n']","Arch A. Moore, Jr.
",R,"Republican
",1,"Defeated, 41.1%
",West_Virginia,WV,Gaston Caperton (Democratic) 58.9,1988
WV_gov_1992,"['Cleve Benedict (Republican) 39.5', 'Charlotte Pritt (Write-in) 8.0', '\n']","Gaston Caperton
",D,"Democratic
",0,"Re-elected, 60.5%
",West_Virginia,WV,Cleve Benedict (Republican) 39.5,1992
WV_gov_1996,"['Cecil Underwood (Republican) 51.6', 'Charlotte Pritt (Democratic) 45.8', 'Wallace Johnson (Libertarian) 2.6', '\n']","Gaston Caperton
",D,"Democratic
",0,"Term-limited, Republican victory
",West_Virginia,WV,Cecil Underwood (Republican) 51.6,1996
WV_gov_2000,"['Bob Wise (Democratic) 50.1', 'Denise Giardina (Mountain) 1.6', 'Bob Myers (Libertarian) 0.9', 'Randall Ashelman (Natural Law) 0.2', '\n']","Cecil Underwood
",R,"Republican
",1,"Defeated, 47.2%
",West_Virginia,WV,Bob Wise (Democratic) 50.1,2000
WV_gov_2004,"['Joe Manchin (Democratic) 63.5', 'Monty Warner (Republican) 34', 'Jesse Johnson (Mountain) 2.5', '\n']","Bob Wise
",D,"Democratic
",0,"Retired, Democratic victory
",West_Virginia,WV,Joe Manchin (Democratic) 63.5,2004
WV_gov_2008,"['Russ Weeks (R) 25.7', 'Jesse Johnson (M) 4.5', '\n']","Joe Manchin
",D,"Democratic
",0,"Re-elected, 69.8%
",West_Virginia,WV,Russ Weeks (R) 25.7,2008
WV_gov_2012,"['Bill Maloney (R) 45.68', 'Jesse Johnson (M) 2.51', '\n']","Earl Ray Tomblin
",D,"Democratic
",0,"Re-elected, 50.47%
",West_Virginia,WV,Bill Maloney (R) 45.68,2012
WV_gov_2016,['Jim Justice (Democratic)[38]Bill Cole (Republican)[39]David Moran (Libertarian)[13]Charlotte Pritt (Green)[40]\n'],"Earl Ray Tomblin
",D,"Democratic
",0,"Incumbent term-limited. New governor elected. Democratic hold.
",West_Virginia,WV,"Jim Justice (Democratic)[38]Bill Cole (Republican)[39]David Moran (Libertarian)[13]Charlotte Pritt (Green)[40]
",2016
WI_gov_1978,"['Lee S. Dreyfus (Republican) 54.4', 'Eugene R. Zimmerman (Constitution) 0.4', 'John C. Doherty (Independent) 0.1', 'Adrienne Kaplan (Socialist Workers) 0.1', 'Henry A. Ochsner (Socialist Labor) 0.1', '\n']","Martin J. Schreiber
",D,"Democratic
",0,"Defeated, 44.9%
",Wisconsin,WI,Lee S. Dreyfus (Republican) 54.4,1978
WI_gov_1982,"['Tony Earl (Democratic) 56.8', 'Terry Kohler (Republican) 42.0', 'Larry Smiley (Libertarian) 0.6', 'James Wickstrom (U.S. Taxpayers) 0.5', 'Peter Seidman (Socialist Workers) 0.2', '\n']","Lee S. Dreyfus
",R,"Republican
",1,"Retired, Democratic victory
",Wisconsin,WI,Tony Earl (Democratic) 56.8,1982
WI_gov_1986,"['Tommy Thompson (Republican) 52.7', 'Kathryn Christenson (Labor and Farm) 0.7', '\n']","Tony Earl
",D,"Democratic
",0,"Defeated, 46.2%
",Wisconsin,WI,Tommy Thompson (Republican) 52.7,1986
WI_gov_1990,"['Tom Loftus (Democratic) 41.8', '\n']","Tommy Thompson
",R,"Republican
",1,"Re-elected, 58.2%
",Wisconsin,WI,Tom Loftus (Democratic) 41.8,1990
WI_gov_1994,"['Chuck Chvala (Democratic) 30.9', 'David Harmon (Libertarian) 1.0', 'Edward Frami (Taxpayers) 1.0', 'Michael Mangan (Independent) 1.0', '\n']","Tommy Thompson
",R,"Republican
",1,"Re-elected, 67.2%
",Wisconsin,WI,Chuck Chvala (Democratic) 30.9,1994
WI_gov_1998,"['Ed Garvey (Democratic) 38.7', 'Jim Mueller (Libertarian) 0.6', 'Edward Frami (Taxpayers) 0.6', 'Mike Mangan (Independent) 0.3', 'Ja Mu Muhammad (Independent) 0.1', '\n']","Tommy Thompson
",R,"Republican
",1,"Re-elected, 59.7%
",Wisconsin,WI,Ed Garvey (Democratic) 38.7,1998
WI_gov_2002,"['Jim Doyle (Democratic) 45.1', '  Ed Thompson (Libertarian) 10.5', '  Jim Young (Green) 2.5', '\n']","Scott McCallum
",R,"Republican
",1,"Defeated, 41.4%
",Wisconsin,WI,Jim Doyle (Democratic) 45.1,2002
WI_gov_2006,"['Jim Doyle (D) 52.8', ' Mark Green (R)45.3', ' Nelson Eisman (G) 1.9', '\n']","Jim Doyle
",D,"Democratic
",0,"Re-elected
",Wisconsin,WI,Jim Doyle (D) 52.8,2006
WI_gov_2010,"['Scott Walker (R), 52.3', '\nTom Barrett (D), 46.6', '\n\n']","Jim Doyle
",D,"Democratic
",0,"Retired, Republican victory
",Wisconsin,WI,"Scott Walker (R), 52.3",2010
WI_gov_2012,"['Tom Barrett (D) 46.3', '\n']","Scott Walker
",R,"Republican
",1,"Survived recall, 53.1%
",Wisconsin,WI,Tom Barrett (D) 46.3,2012
WI_gov_2014,"['√ Scott Walker (R), 52.3', ' Mary Burke (D),[54] 46.6', ' Robert Burke (L), 0.8', '\n']",Scott Walker,R,Republican,1,"Re-elected, 52.3%",Wisconsin,WI,"√ Scott Walker (R), 52.3",2014
WY_gov_1978,"['John C. Ostlund (Republican) 49.1', '\n']","Edgar Herschler
",D,"Democratic
",0,"Re-elected, 50.9%
",Wyoming,WY,John C. Ostlund (Republican) 49.1,1978
WY_gov_1982,"['Warren A. Morton (Republican) 36.9', '\n']","Edgar Herschler
",D,"Democratic
",0,"Re-elected, 63.1%
",Wyoming,WY,Warren A. Morton (Republican) 36.9,1982
WY_gov_1986,"['Mike Sullivan (Wyoming) (Democratic) 54.0', 'Pete Simpson (Republican) 46.0', '\n']","Edward Herschler
",D,"Democratic
",0,"Retired, Democratic victory
",Wyoming,WY,Mike Sullivan (Wyoming) (Democratic) 54.0,1986
WY_gov_1990,"['Mary Mead (Republican) 34.6', '\n']","Mike Sullivan
",D,"Democratic
",0,"Re-elected, 65.4%
",Wyoming,WY,Mary Mead (Republican) 34.6,1990
WY_gov_1994,"['Jim Geringer (Republican) 58.7', 'Kathy Karpan (Democratic) 40.2', 'Seaghan Uibreaslain (Libertarian) 1.1', '\n']","Mike Sullivan
",D,"Democratic
",0,"Term-limited, Republican victory
",Wyoming,WY,Jim Geringer (Republican) 58.7,1994
WY_gov_1998,"['John Vinich (Democratic) 40.5', 'Dave Dawson (Libertarian) 3.9', '\n']","Jim Geringer
",R,"Republican
",1,"Re-elected, 55.6%
",Wyoming,WY,John Vinich (Democratic) 40.5,1998
WY_gov_2002,"['Dave Freudenthal (Democratic) 50', '  Eli Bebout (Republican) 47.9', '  Dave Dawson (Libertarian) 2.12', '\n']","Jim Geringer
",R,"Republican
",1,"Term-limited, Democratic victory
",Wyoming,WY,Dave Freudenthal (Democratic) 50,2002
WY_gov_2006,"['Dave Freudenthal (D) 69.9', ' Ray Hunkins (R) 30', '\n']","Dave Freudenthal
",D,"Democratic
",0,"Re-elected
",Wyoming,WY,Dave Freudenthal (D) 69.9,2006
WY_gov_2010,"['Matt Mead (R), 71.6', '\nLeslie Petersen (D), 25.1', '\nMike Wheeler (L), 5,362 2.8', '\n\n']","Dave Freudenthal
",D,"Democratic
",0,"Term-limited, Republican victory
",Wyoming,WY,"Matt Mead (R), 71.6",2010
WY_gov_2014,"['√ Matt Mead (R), 62.5', ' Pete Gosar (D), 28.9', '  Don Wills (I), 6.1', '  Dee Cozzens (L), 2.5', '\n']",Matt Mead,R,Republican,1,"Re-elected, 62.5%",Wyoming,WY,"√ Matt Mead (R), 62.5",2014
